,date,hebrewDate,hebrewMonth,hebrewYear
5411,2015-10-26,"(5776, 8, 13)",HESHVAN,5776
5412,2015-10-27,"(5776, 8, 14)",HESHVAN,5776
5413,2015-10-28,"(5776, 8, 15)",HESHVAN,5776
5414,2015-10-29,"(5776, 8, 16)",HESHVAN,5776
5415,2015-10-30,"(5776, 8, 17)",HESHVAN,5776
5416,2015-10-31,"(5776, 8, 18)",HESHVAN,5776
5417,2015-11-01,"(5776, 8, 19)",HESHVAN,5776
5418,2015-11-02,"(5776, 8, 20)",HESHVAN,5776
5419,2015-11-03,"(5776, 8, 21)",HESHVAN,5776
5420,2015-11-04,"(5776, 8, 22)",HESHVAN,5776
5421,2015-11-05,"(5776, 8, 23)",HESHVAN,5776
5422,2015-11-06,"(5776, 8, 24)",HESHVAN,5776
5423,2015-11-07,"(5776, 8, 25)",HESHVAN,5776
5424,2015-11-08,"(5776, 8, 26)",HESHVAN,5776
5425,2015-11-09,"(5776, 8, 27)",HESHVAN,5776
5426,2015-11-10,"(5776, 8, 28)",HESHVAN,5776
5427,2015-11-11,"(5776, 8, 29)",HESHVAN,5776
5428,2015-11-12,"(5776, 8, 30)",HESHVAN,5776
5429,2015-11-13,"(5776, 9, 1)",KISLEV,5776
5430,2015-11-14,"(5776, 9, 2)",KISLEV,5776
5431,2015-11-15,"(5776, 9, 3)",KISLEV,5776
5432,2015-11-16,"(5776, 9, 4)",KISLEV,5776
5433,2015-11-17,"(5776, 9, 5)",KISLEV,5776
5434,2015-11-18,"(5776, 9, 6)",KISLEV,5776
5435,2015-11-19,"(5776, 9, 7)",KISLEV,5776
5436,2015-11-20,"(5776, 9, 8)",KISLEV,5776
5437,2015-11-21,"(5776, 9, 9)",KISLEV,5776
5438,2015-11-22,"(5776, 9, 10)",KISLEV,5776
5439,2015-11-23,"(5776, 9, 11)",KISLEV,5776
5440,2015-11-24,"(5776, 9, 12)",KISLEV,5776
5441,2015-11-25,"(5776, 9, 13)",KISLEV,5776
5442,2015-11-26,"(5776, 9, 14)",KISLEV,5776
5443,2015-11-27,"(5776, 9, 15)",KISLEV,5776
5444,2015-11-28,"(5776, 9, 16)",KISLEV,5776
5445,2015-11-29,"(5776, 9, 17)",KISLEV,5776
5446,2015-11-30,"(5776, 9, 18)",KISLEV,5776
5447,2015-12-01,"(5776, 9, 19)",KISLEV,5776
5448,2015-12-02,"(5776, 9, 20)",KISLEV,5776
5449,2015-12-03,"(5776, 9, 21)",KISLEV,5776
5450,2015-12-04,"(5776, 9, 22)",KISLEV,5776
5451,2015-12-05,"(5776, 9, 23)",KISLEV,5776
5452,2015-12-06,"(5776, 9, 24)",KISLEV,5776
5453,2015-12-07,"(5776, 9, 25)",KISLEV,5776
5454,2015-12-08,"(5776, 9, 26)",KISLEV,5776
5455,2015-12-09,"(5776, 9, 27)",KISLEV,5776
5456,2015-12-10,"(5776, 9, 28)",KISLEV,5776
5457,2015-12-11,"(5776, 9, 29)",KISLEV,5776
5458,2015-12-12,"(5776, 9, 30)",KISLEV,5776
5459,2015-12-13,"(5776, 10, 1)",TEVETH,5776
5460,2015-12-14,"(5776, 10, 2)",TEVETH,5776
5461,2015-12-15,"(5776, 10, 3)",TEVETH,5776
5462,2015-12-16,"(5776, 10, 4)",TEVETH,5776
5463,2015-12-17,"(5776, 10, 5)",TEVETH,5776
5464,2015-12-18,"(5776, 10, 6)",TEVETH,5776
5465,2015-12-19,"(5776, 10, 7)",TEVETH,5776
5466,2015-12-20,"(5776, 10, 8)",TEVETH,5776
5467,2015-12-21,"(5776, 10, 9)",TEVETH,5776
5468,2015-12-22,"(5776, 10, 10)",TEVETH,5776
5469,2015-12-23,"(5776, 10, 11)",TEVETH,5776
5470,2015-12-24,"(5776, 10, 12)",TEVETH,5776
5471,2015-12-25,"(5776, 10, 13)",TEVETH,5776
5472,2015-12-26,"(5776, 10, 14)",TEVETH,5776
5473,2015-12-27,"(5776, 10, 15)",TEVETH,5776
5474,2015-12-28,"(5776, 10, 16)",TEVETH,5776
5475,2015-12-29,"(5776, 10, 17)",TEVETH,5776
5476,2015-12-30,"(5776, 10, 18)",TEVETH,5776
5477,2015-12-31,"(5776, 10, 19)",TEVETH,5776
5478,2016-01-01,"(5776, 10, 20)",TEVETH,5776
5479,2016-01-02,"(5776, 10, 21)",TEVETH,5776
5480,2016-01-03,"(5776, 10, 22)",TEVETH,5776
5481,2016-01-04,"(5776, 10, 23)",TEVETH,5776
5482,2016-01-05,"(5776, 10, 24)",TEVETH,5776
5483,2016-01-06,"(5776, 10, 25)",TEVETH,5776
5484,2016-01-07,"(5776, 10, 26)",TEVETH,5776
5485,2016-01-08,"(5776, 10, 27)",TEVETH,5776
5486,2016-01-09,"(5776, 10, 28)",TEVETH,5776
5487,2016-01-10,"(5776, 10, 29)",TEVETH,5776
5488,2016-01-11,"(5776, 11, 1)",SHEVAT,5776
5489,2016-01-12,"(5776, 11, 2)",SHEVAT,5776
5490,2016-01-13,"(5776, 11, 3)",SHEVAT,5776
5491,2016-01-14,"(5776, 11, 4)",SHEVAT,5776
5492,2016-01-15,"(5776, 11, 5)",SHEVAT,5776
5493,2016-01-16,"(5776, 11, 6)",SHEVAT,5776
5494,2016-01-17,"(5776, 11, 7)",SHEVAT,5776
5495,2016-01-18,"(5776, 11, 8)",SHEVAT,5776
5496,2016-01-19,"(5776, 11, 9)",SHEVAT,5776
5497,2016-01-20,"(5776, 11, 10)",SHEVAT,5776
5498,2016-01-21,"(5776, 11, 11)",SHEVAT,5776
5499,2016-01-22,"(5776, 11, 12)",SHEVAT,5776
5500,2016-01-23,"(5776, 11, 13)",SHEVAT,5776
5501,2016-01-24,"(5776, 11, 14)",SHEVAT,5776
5502,2016-01-25,"(5776, 11, 15)",SHEVAT,5776
5503,2016-01-26,"(5776, 11, 16)",SHEVAT,5776
5504,2016-01-27,"(5776, 11, 17)",SHEVAT,5776
5505,2016-01-28,"(5776, 11, 18)",SHEVAT,5776
5506,2016-01-29,"(5776, 11, 19)",SHEVAT,5776
5507,2016-01-30,"(5776, 11, 20)",SHEVAT,5776
5508,2016-01-31,"(5776, 11, 21)",SHEVAT,5776
5509,2016-02-01,"(5776, 11, 22)",SHEVAT,5776
5510,2016-02-02,"(5776, 11, 23)",SHEVAT,5776
5511,2016-02-03,"(5776, 11, 24)",SHEVAT,5776
5512,2016-02-04,"(5776, 11, 25)",SHEVAT,5776
5513,2016-02-05,"(5776, 11, 26)",SHEVAT,5776
5514,2016-02-06,"(5776, 11, 27)",SHEVAT,5776
5515,2016-02-07,"(5776, 11, 28)",SHEVAT,5776
5516,2016-02-08,"(5776, 11, 29)",SHEVAT,5776
5517,2016-02-09,"(5776, 11, 30)",SHEVAT,5776
5518,2016-02-10,"(5776, 12, 1)",ADAR,5776
5519,2016-02-11,"(5776, 12, 2)",ADAR,5776
5520,2016-02-12,"(5776, 12, 3)",ADAR,5776
5521,2016-02-13,"(5776, 12, 4)",ADAR,5776
5522,2016-02-14,"(5776, 12, 5)",ADAR,5776
5523,2016-02-15,"(5776, 12, 6)",ADAR,5776
5524,2016-02-16,"(5776, 12, 7)",ADAR,5776
5525,2016-02-17,"(5776, 12, 8)",ADAR,5776
5526,2016-02-18,"(5776, 12, 9)",ADAR,5776
5527,2016-02-19,"(5776, 12, 10)",ADAR,5776
5528,2016-02-20,"(5776, 12, 11)",ADAR,5776
5529,2016-02-21,"(5776, 12, 12)",ADAR,5776
5530,2016-02-22,"(5776, 12, 13)",ADAR,5776
5531,2016-02-23,"(5776, 12, 14)",ADAR,5776
5532,2016-02-24,"(5776, 12, 15)",ADAR,5776
5533,2016-02-25,"(5776, 12, 16)",ADAR,5776
5534,2016-02-26,"(5776, 12, 17)",ADAR,5776
5535,2016-02-27,"(5776, 12, 18)",ADAR,5776
5536,2016-02-28,"(5776, 12, 19)",ADAR,5776
5537,2016-02-29,"(5776, 12, 20)",ADAR,5776
5538,2016-03-01,"(5776, 12, 21)",ADAR,5776
5539,2016-03-02,"(5776, 12, 22)",ADAR,5776
5540,2016-03-03,"(5776, 12, 23)",ADAR,5776
5541,2016-03-04,"(5776, 12, 24)",ADAR,5776
5542,2016-03-05,"(5776, 12, 25)",ADAR,5776
5543,2016-03-06,"(5776, 12, 26)",ADAR,5776
5544,2016-03-07,"(5776, 12, 27)",ADAR,5776
5545,2016-03-08,"(5776, 12, 28)",ADAR,5776
5546,2016-03-09,"(5776, 12, 29)",ADAR,5776
5547,2016-03-10,"(5776, 12, 30)",ADAR,5776
5548,2016-03-11,"(5776, 13, 1)",VEADAR,5776
5549,2016-03-12,"(5776, 13, 2)",VEADAR,5776
5550,2016-03-13,"(5776, 13, 3)",VEADAR,5776
5551,2016-03-14,"(5776, 13, 4)",VEADAR,5776
5552,2016-03-15,"(5776, 13, 5)",VEADAR,5776
5553,2016-03-16,"(5776, 13, 6)",VEADAR,5776
5554,2016-03-17,"(5776, 13, 7)",VEADAR,5776
5555,2016-03-18,"(5776, 13, 8)",VEADAR,5776
5556,2016-03-19,"(5776, 13, 9)",VEADAR,5776
5557,2016-03-20,"(5776, 13, 10)",VEADAR,5776
5558,2016-03-21,"(5776, 13, 11)",VEADAR,5776
5559,2016-03-22,"(5776, 13, 12)",VEADAR,5776
5560,2016-03-23,"(5776, 13, 13)",VEADAR,5776
5561,2016-03-24,"(5776, 13, 14)",VEADAR,5776
5562,2016-03-25,"(5776, 13, 15)",VEADAR,5776
5563,2016-03-26,"(5776, 13, 16)",VEADAR,5776
5564,2016-03-27,"(5776, 13, 17)",VEADAR,5776
5565,2016-03-28,"(5776, 13, 18)",VEADAR,5776
5566,2016-03-29,"(5776, 13, 19)",VEADAR,5776
5567,2016-03-30,"(5776, 13, 20)",VEADAR,5776
5568,2016-03-31,"(5776, 13, 21)",VEADAR,5776
5569,2016-04-01,"(5776, 13, 22)",VEADAR,5776
5570,2016-04-02,"(5776, 13, 23)",VEADAR,5776
5571,2016-04-03,"(5776, 13, 24)",VEADAR,5776
5572,2016-04-04,"(5776, 13, 25)",VEADAR,5776
5573,2016-04-05,"(5776, 13, 26)",VEADAR,5776
5574,2016-04-06,"(5776, 13, 27)",VEADAR,5776
5575,2016-04-07,"(5776, 13, 28)",VEADAR,5776
5576,2016-04-08,"(5776, 13, 29)",VEADAR,5776
5577,2016-04-09,"(5776, 1, 1)",NISAN,5776
5578,2016-04-10,"(5776, 1, 2)",NISAN,5776
5579,2016-04-11,"(5776, 1, 3)",NISAN,5776
5580,2016-04-12,"(5776, 1, 4)",NISAN,5776
5581,2016-04-13,"(5776, 1, 5)",NISAN,5776
5582,2016-04-14,"(5776, 1, 6)",NISAN,5776
5583,2016-04-15,"(5776, 1, 7)",NISAN,5776
5584,2016-04-16,"(5776, 1, 8)",NISAN,5776
5585,2016-04-17,"(5776, 1, 9)",NISAN,5776
5586,2016-04-18,"(5776, 1, 10)",NISAN,5776
5587,2016-04-19,"(5776, 1, 11)",NISAN,5776
5588,2016-04-20,"(5776, 1, 12)",NISAN,5776
5589,2016-04-21,"(5776, 1, 13)",NISAN,5776
5590,2016-04-22,"(5776, 1, 14)",NISAN,5776
5591,2016-04-23,"(5776, 1, 15)",NISAN,5776
5592,2016-04-24,"(5776, 1, 16)",NISAN,5776
5593,2016-04-25,"(5776, 1, 17)",NISAN,5776
5594,2016-04-26,"(5776, 1, 18)",NISAN,5776
5595,2016-04-27,"(5776, 1, 19)",NISAN,5776
5596,2016-04-28,"(5776, 1, 20)",NISAN,5776
5597,2016-04-29,"(5776, 1, 21)",NISAN,5776
5598,2016-04-30,"(5776, 1, 22)",NISAN,5776
5599,2016-05-01,"(5776, 1, 23)",NISAN,5776
5600,2016-05-02,"(5776, 1, 24)",NISAN,5776
5601,2016-05-03,"(5776, 1, 25)",NISAN,5776
5602,2016-05-04,"(5776, 1, 26)",NISAN,5776
5603,2016-05-05,"(5776, 1, 27)",NISAN,5776
5604,2016-05-06,"(5776, 1, 28)",NISAN,5776
5605,2016-05-07,"(5776, 1, 29)",NISAN,5776
5606,2016-05-08,"(5776, 1, 30)",NISAN,5776
5607,2016-05-09,"(5776, 2, 1)",IYYAR,5776
5608,2016-05-10,"(5776, 2, 2)",IYYAR,5776
5609,2016-05-11,"(5776, 2, 3)",IYYAR,5776
5610,2016-05-12,"(5776, 2, 4)",IYYAR,5776
5611,2016-05-13,"(5776, 2, 5)",IYYAR,5776
5612,2016-05-14,"(5776, 2, 6)",IYYAR,5776
5613,2016-05-15,"(5776, 2, 7)",IYYAR,5776
5614,2016-05-16,"(5776, 2, 8)",IYYAR,5776
5615,2016-05-17,"(5776, 2, 9)",IYYAR,5776
5616,2016-05-18,"(5776, 2, 10)",IYYAR,5776
5617,2016-05-19,"(5776, 2, 11)",IYYAR,5776
5618,2016-05-20,"(5776, 2, 12)",IYYAR,5776
5619,2016-05-21,"(5776, 2, 13)",IYYAR,5776
5620,2016-05-22,"(5776, 2, 14)",IYYAR,5776
5621,2016-05-23,"(5776, 2, 15)",IYYAR,5776
5622,2016-05-24,"(5776, 2, 16)",IYYAR,5776
5623,2016-05-25,"(5776, 2, 17)",IYYAR,5776
5624,2016-05-26,"(5776, 2, 18)",IYYAR,5776
5625,2016-05-27,"(5776, 2, 19)",IYYAR,5776
5626,2016-05-28,"(5776, 2, 20)",IYYAR,5776
5627,2016-05-29,"(5776, 2, 21)",IYYAR,5776
5628,2016-05-30,"(5776, 2, 22)",IYYAR,5776
5629,2016-05-31,"(5776, 2, 23)",IYYAR,5776
5630,2016-06-01,"(5776, 2, 24)",IYYAR,5776
5631,2016-06-02,"(5776, 2, 25)",IYYAR,5776
5632,2016-06-03,"(5776, 2, 26)",IYYAR,5776
5633,2016-06-04,"(5776, 2, 27)",IYYAR,5776
5634,2016-06-05,"(5776, 2, 28)",IYYAR,5776
5635,2016-06-06,"(5776, 2, 29)",IYYAR,5776
5636,2016-06-07,"(5776, 3, 1)",SIVAN,5776
5637,2016-06-08,"(5776, 3, 2)",SIVAN,5776
5638,2016-06-09,"(5776, 3, 3)",SIVAN,5776
5639,2016-06-10,"(5776, 3, 4)",SIVAN,5776
5640,2016-06-11,"(5776, 3, 5)",SIVAN,5776
5641,2016-06-12,"(5776, 3, 6)",SIVAN,5776
5642,2016-06-13,"(5776, 3, 7)",SIVAN,5776
5643,2016-06-14,"(5776, 3, 8)",SIVAN,5776
5644,2016-06-15,"(5776, 3, 9)",SIVAN,5776
5645,2016-06-16,"(5776, 3, 10)",SIVAN,5776
5646,2016-06-17,"(5776, 3, 11)",SIVAN,5776
5647,2016-06-18,"(5776, 3, 12)",SIVAN,5776
5648,2016-06-19,"(5776, 3, 13)",SIVAN,5776
5649,2016-06-20,"(5776, 3, 14)",SIVAN,5776
5650,2016-06-21,"(5776, 3, 15)",SIVAN,5776
5651,2016-06-22,"(5776, 3, 16)",SIVAN,5776
5652,2016-06-23,"(5776, 3, 17)",SIVAN,5776
5653,2016-06-24,"(5776, 3, 18)",SIVAN,5776
5654,2016-06-25,"(5776, 3, 19)",SIVAN,5776
5655,2016-06-26,"(5776, 3, 20)",SIVAN,5776
5656,2016-06-27,"(5776, 3, 21)",SIVAN,5776
5657,2016-06-28,"(5776, 3, 22)",SIVAN,5776
5658,2016-06-29,"(5776, 3, 23)",SIVAN,5776
5659,2016-06-30,"(5776, 3, 24)",SIVAN,5776
5660,2016-07-01,"(5776, 3, 25)",SIVAN,5776
5661,2016-07-02,"(5776, 3, 26)",SIVAN,5776
5662,2016-07-03,"(5776, 3, 27)",SIVAN,5776
5663,2016-07-04,"(5776, 3, 28)",SIVAN,5776
5664,2016-07-05,"(5776, 3, 29)",SIVAN,5776
5665,2016-07-06,"(5776, 3, 30)",SIVAN,5776
5666,2016-07-07,"(5776, 4, 1)",TAMMUZ,5776
5667,2016-07-08,"(5776, 4, 2)",TAMMUZ,5776
5668,2016-07-09,"(5776, 4, 3)",TAMMUZ,5776
5669,2016-07-10,"(5776, 4, 4)",TAMMUZ,5776
5670,2016-07-11,"(5776, 4, 5)",TAMMUZ,5776
5671,2016-07-12,"(5776, 4, 6)",TAMMUZ,5776
5672,2016-07-13,"(5776, 4, 7)",TAMMUZ,5776
5673,2016-07-14,"(5776, 4, 8)",TAMMUZ,5776
5674,2016-07-15,"(5776, 4, 9)",TAMMUZ,5776
5675,2016-07-16,"(5776, 4, 10)",TAMMUZ,5776
5676,2016-07-17,"(5776, 4, 11)",TAMMUZ,5776
5677,2016-07-18,"(5776, 4, 12)",TAMMUZ,5776
5678,2016-07-19,"(5776, 4, 13)",TAMMUZ,5776
5679,2016-07-20,"(5776, 4, 14)",TAMMUZ,5776
5680,2016-07-21,"(5776, 4, 15)",TAMMUZ,5776
5681,2016-07-22,"(5776, 4, 16)",TAMMUZ,5776
5682,2016-07-23,"(5776, 4, 17)",TAMMUZ,5776
5683,2016-07-24,"(5776, 4, 18)",TAMMUZ,5776
5684,2016-07-25,"(5776, 4, 19)",TAMMUZ,5776
5685,2016-07-26,"(5776, 4, 20)",TAMMUZ,5776
5686,2016-07-27,"(5776, 4, 21)",TAMMUZ,5776
5687,2016-07-28,"(5776, 4, 22)",TAMMUZ,5776
5688,2016-07-29,"(5776, 4, 23)",TAMMUZ,5776
5689,2016-07-30,"(5776, 4, 24)",TAMMUZ,5776
5690,2016-07-31,"(5776, 4, 25)",TAMMUZ,5776
5691,2016-08-01,"(5776, 4, 26)",TAMMUZ,5776
5692,2016-08-02,"(5776, 4, 27)",TAMMUZ,5776
5693,2016-08-03,"(5776, 4, 28)",TAMMUZ,5776
5694,2016-08-04,"(5776, 4, 29)",TAMMUZ,5776
5695,2016-08-05,"(5776, 5, 1)",AV,5776
5696,2016-08-06,"(5776, 5, 2)",AV,5776
5697,2016-08-07,"(5776, 5, 3)",AV,5776
5698,2016-08-08,"(5776, 5, 4)",AV,5776
5699,2016-08-09,"(5776, 5, 5)",AV,5776
5700,2016-08-10,"(5776, 5, 6)",AV,5776
5701,2016-08-11,"(5776, 5, 7)",AV,5776
5702,2016-08-12,"(5776, 5, 8)",AV,5776
5703,2016-08-13,"(5776, 5, 9)",AV,5776
5704,2016-08-14,"(5776, 5, 10)",AV,5776
5705,2016-08-15,"(5776, 5, 11)",AV,5776
5706,2016-08-16,"(5776, 5, 12)",AV,5776
5707,2016-08-17,"(5776, 5, 13)",AV,5776
5708,2016-08-18,"(5776, 5, 14)",AV,5776
5709,2016-08-19,"(5776, 5, 15)",AV,5776
5710,2016-08-20,"(5776, 5, 16)",AV,5776
5711,2016-08-21,"(5776, 5, 17)",AV,5776
5712,2016-08-22,"(5776, 5, 18)",AV,5776
5713,2016-08-23,"(5776, 5, 19)",AV,5776
5714,2016-08-24,"(5776, 5, 20)",AV,5776
5715,2016-08-25,"(5776, 5, 21)",AV,5776
5716,2016-08-26,"(5776, 5, 22)",AV,5776
5717,2016-08-27,"(5776, 5, 23)",AV,5776
5718,2016-08-28,"(5776, 5, 24)",AV,5776
5719,2016-08-29,"(5776, 5, 25)",AV,5776
5720,2016-08-30,"(5776, 5, 26)",AV,5776
5721,2016-08-31,"(5776, 5, 27)",AV,5776
5722,2016-09-01,"(5776, 5, 28)",AV,5776
5723,2016-09-02,"(5776, 5, 29)",AV,5776
5724,2016-09-03,"(5776, 5, 30)",AV,5776
5725,2016-09-04,"(5776, 6, 1)",ELUL,5776
5726,2016-09-05,"(5776, 6, 2)",ELUL,5776
5727,2016-09-06,"(5776, 6, 3)",ELUL,5776
5728,2016-09-07,"(5776, 6, 4)",ELUL,5776
5729,2016-09-08,"(5776, 6, 5)",ELUL,5776
5730,2016-09-09,"(5776, 6, 6)",ELUL,5776
5731,2016-09-10,"(5776, 6, 7)",ELUL,5776
5732,2016-09-11,"(5776, 6, 8)",ELUL,5776
5733,2016-09-12,"(5776, 6, 9)",ELUL,5776
5734,2016-09-13,"(5776, 6, 10)",ELUL,5776
5735,2016-09-14,"(5776, 6, 11)",ELUL,5776
5736,2016-09-15,"(5776, 6, 12)",ELUL,5776
5737,2016-09-16,"(5776, 6, 13)",ELUL,5776
5738,2016-09-17,"(5776, 6, 14)",ELUL,5776
5739,2016-09-18,"(5776, 6, 15)",ELUL,5776
5740,2016-09-19,"(5776, 6, 16)",ELUL,5776
5741,2016-09-20,"(5776, 6, 17)",ELUL,5776
5742,2016-09-21,"(5776, 6, 18)",ELUL,5776
5743,2016-09-22,"(5776, 6, 19)",ELUL,5776
5744,2016-09-23,"(5776, 6, 20)",ELUL,5776
5745,2016-09-24,"(5776, 6, 21)",ELUL,5776
5746,2016-09-25,"(5776, 6, 22)",ELUL,5776
5747,2016-09-26,"(5776, 6, 23)",ELUL,5776
5748,2016-09-27,"(5776, 6, 24)",ELUL,5776
5749,2016-09-28,"(5776, 6, 25)",ELUL,5776
5750,2016-09-29,"(5776, 6, 26)",ELUL,5776
5751,2016-09-30,"(5776, 6, 27)",ELUL,5776
5752,2016-10-01,"(5776, 6, 28)",ELUL,5776
5753,2016-10-02,"(5776, 6, 29)",ELUL,5776
5754,2016-10-03,"(5777, 7, 1)",TISHRI,5777
5755,2016-10-04,"(5777, 7, 2)",TISHRI,5777
5756,2016-10-05,"(5777, 7, 3)",TISHRI,5777
5757,2016-10-06,"(5777, 7, 4)",TISHRI,5777
5758,2016-10-07,"(5777, 7, 5)",TISHRI,5777
5759,2016-10-08,"(5777, 7, 6)",TISHRI,5777
5760,2016-10-09,"(5777, 7, 7)",TISHRI,5777
5761,2016-10-10,"(5777, 7, 8)",TISHRI,5777
5762,2016-10-11,"(5777, 7, 9)",TISHRI,5777
5763,2016-10-12,"(5777, 7, 10)",TISHRI,5777
5764,2016-10-13,"(5777, 7, 11)",TISHRI,5777
5765,2016-10-14,"(5777, 7, 12)",TISHRI,5777
5766,2016-10-15,"(5777, 7, 13)",TISHRI,5777
5767,2016-10-16,"(5777, 7, 14)",TISHRI,5777
5768,2016-10-17,"(5777, 7, 15)",TISHRI,5777
5769,2016-10-18,"(5777, 7, 16)",TISHRI,5777
5770,2016-10-19,"(5777, 7, 17)",TISHRI,5777
5771,2016-10-20,"(5777, 7, 18)",TISHRI,5777
5772,2016-10-21,"(5777, 7, 19)",TISHRI,5777
5773,2016-10-22,"(5777, 7, 20)",TISHRI,5777
5774,2016-10-23,"(5777, 7, 21)",TISHRI,5777
5775,2016-10-24,"(5777, 7, 22)",TISHRI,5777
5776,2016-10-25,"(5777, 7, 23)",TISHRI,5777
5777,2016-10-26,"(5777, 7, 24)",TISHRI,5777
5778,2016-10-27,"(5777, 7, 25)",TISHRI,5777
5779,2016-10-28,"(5777, 7, 26)",TISHRI,5777
5780,2016-10-29,"(5777, 7, 27)",TISHRI,5777
5781,2016-10-30,"(5777, 7, 28)",TISHRI,5777
5782,2016-10-31,"(5777, 7, 29)",TISHRI,5777
5783,2016-11-01,"(5777, 7, 30)",TISHRI,5777
5784,2016-11-02,"(5777, 8, 1)",HESHVAN,5777
5785,2016-11-03,"(5777, 8, 2)",HESHVAN,5777
5786,2016-11-04,"(5777, 8, 3)",HESHVAN,5777
5787,2016-11-05,"(5777, 8, 4)",HESHVAN,5777
5788,2016-11-06,"(5777, 8, 5)",HESHVAN,5777
5789,2016-11-07,"(5777, 8, 6)",HESHVAN,5777
5790,2016-11-08,"(5777, 8, 7)",HESHVAN,5777
5791,2016-11-09,"(5777, 8, 8)",HESHVAN,5777
5792,2016-11-10,"(5777, 8, 9)",HESHVAN,5777
5793,2016-11-11,"(5777, 8, 10)",HESHVAN,5777
5794,2016-11-12,"(5777, 8, 11)",HESHVAN,5777
5795,2016-11-13,"(5777, 8, 12)",HESHVAN,5777
5796,2016-11-14,"(5777, 8, 13)",HESHVAN,5777
5797,2016-11-15,"(5777, 8, 14)",HESHVAN,5777
5798,2016-11-16,"(5777, 8, 15)",HESHVAN,5777
5799,2016-11-17,"(5777, 8, 16)",HESHVAN,5777
5800,2016-11-18,"(5777, 8, 17)",HESHVAN,5777
5801,2016-11-19,"(5777, 8, 18)",HESHVAN,5777
5802,2016-11-20,"(5777, 8, 19)",HESHVAN,5777
5803,2016-11-21,"(5777, 8, 20)",HESHVAN,5777
5804,2016-11-22,"(5777, 8, 21)",HESHVAN,5777
5805,2016-11-23,"(5777, 8, 22)",HESHVAN,5777
5806,2016-11-24,"(5777, 8, 23)",HESHVAN,5777
5807,2016-11-25,"(5777, 8, 24)",HESHVAN,5777
5808,2016-11-26,"(5777, 8, 25)",HESHVAN,5777
5809,2016-11-27,"(5777, 8, 26)",HESHVAN,5777
5810,2016-11-28,"(5777, 8, 27)",HESHVAN,5777
5811,2016-11-29,"(5777, 8, 28)",HESHVAN,5777
5812,2016-11-30,"(5777, 8, 29)",HESHVAN,5777
5813,2016-12-01,"(5777, 9, 1)",KISLEV,5777
5814,2016-12-02,"(5777, 9, 2)",KISLEV,5777
5815,2016-12-03,"(5777, 9, 3)",KISLEV,5777
5816,2016-12-04,"(5777, 9, 4)",KISLEV,5777
5817,2016-12-05,"(5777, 9, 5)",KISLEV,5777
5818,2016-12-06,"(5777, 9, 6)",KISLEV,5777
5819,2016-12-07,"(5777, 9, 7)",KISLEV,5777
5820,2016-12-08,"(5777, 9, 8)",KISLEV,5777
5821,2016-12-09,"(5777, 9, 9)",KISLEV,5777
5822,2016-12-10,"(5777, 9, 10)",KISLEV,5777
5823,2016-12-11,"(5777, 9, 11)",KISLEV,5777
5824,2016-12-12,"(5777, 9, 12)",KISLEV,5777
5825,2016-12-13,"(5777, 9, 13)",KISLEV,5777
5826,2016-12-14,"(5777, 9, 14)",KISLEV,5777
5827,2016-12-15,"(5777, 9, 15)",KISLEV,5777
5828,2016-12-16,"(5777, 9, 16)",KISLEV,5777
5829,2016-12-17,"(5777, 9, 17)",KISLEV,5777
5830,2016-12-18,"(5777, 9, 18)",KISLEV,5777
5831,2016-12-19,"(5777, 9, 19)",KISLEV,5777
5832,2016-12-20,"(5777, 9, 20)",KISLEV,5777
5833,2016-12-21,"(5777, 9, 21)",KISLEV,5777
5834,2016-12-22,"(5777, 9, 22)",KISLEV,5777
5835,2016-12-23,"(5777, 9, 23)",KISLEV,5777
5836,2016-12-24,"(5777, 9, 24)",KISLEV,5777
5837,2016-12-25,"(5777, 9, 25)",KISLEV,5777
5838,2016-12-26,"(5777, 9, 26)",KISLEV,5777
5839,2016-12-27,"(5777, 9, 27)",KISLEV,5777
5840,2016-12-28,"(5777, 9, 28)",KISLEV,5777
5841,2016-12-29,"(5777, 9, 29)",KISLEV,5777
5842,2016-12-30,"(5777, 10, 1)",TEVETH,5777
5843,2016-12-31,"(5777, 10, 2)",TEVETH,5777
5844,2017-01-01,"(5777, 10, 3)",TEVETH,5777
5845,2017-01-02,"(5777, 10, 4)",TEVETH,5777
5846,2017-01-03,"(5777, 10, 5)",TEVETH,5777
5847,2017-01-04,"(5777, 10, 6)",TEVETH,5777
5848,2017-01-05,"(5777, 10, 7)",TEVETH,5777
5849,2017-01-06,"(5777, 10, 8)",TEVETH,5777
5850,2017-01-07,"(5777, 10, 9)",TEVETH,5777
5851,2017-01-08,"(5777, 10, 10)",TEVETH,5777
5852,2017-01-09,"(5777, 10, 11)",TEVETH,5777
5853,2017-01-10,"(5777, 10, 12)",TEVETH,5777
5854,2017-01-11,"(5777, 10, 13)",TEVETH,5777
5855,2017-01-12,"(5777, 10, 14)",TEVETH,5777
5856,2017-01-13,"(5777, 10, 15)",TEVETH,5777
5857,2017-01-14,"(5777, 10, 16)",TEVETH,5777
5858,2017-01-15,"(5777, 10, 17)",TEVETH,5777
5859,2017-01-16,"(5777, 10, 18)",TEVETH,5777
5860,2017-01-17,"(5777, 10, 19)",TEVETH,5777
5861,2017-01-18,"(5777, 10, 20)",TEVETH,5777
5862,2017-01-19,"(5777, 10, 21)",TEVETH,5777
